process_id,pre_rinse,caustic,intermediate_rinse,acid,final_rinse,sequence,phases
24586,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24588,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24589,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24593,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24595,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24596,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24598,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24599,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24601,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24602,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24603,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24605,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24606,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24607,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24608,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24610,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24611,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24612,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24613,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24616,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24617,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24620,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24621,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24623,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24624,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24627,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24628,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24629,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24630,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24631,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24632,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24633,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24635,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24636,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24639,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24643,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24644,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24645,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24649,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24653,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24654,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24655,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24657,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24659,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24660,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24661,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24663,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24664,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24665,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24666,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24667,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24668,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24669,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24670,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24671,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24673,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24674,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24675,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24680,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24681,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24682,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24685,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24686,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24687,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24689,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24691,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24696,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24698,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24699,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24700,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24701,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24702,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24705,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24707,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24708,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24709,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24710,1,0,0,1,1,10011,['acid']
24711,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24714,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24715,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24716,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24717,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24718,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24719,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24721,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24722,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24724,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24725,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24726,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24728,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24729,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24730,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24732,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24735,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24736,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24739,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24741,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24742,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24743,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24744,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24745,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24746,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24747,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24748,1,0,0,1,1,10011,['acid']
24749,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24750,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24752,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24753,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24754,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24755,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24757,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24758,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24763,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24764,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24765,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24766,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24767,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24768,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24769,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24770,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24771,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24772,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24774,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24775,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24776,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24777,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24779,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24781,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24782,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24783,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24784,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24785,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24788,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24790,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24791,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24792,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24793,1,0,0,1,1,10011,['acid']
24794,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24795,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24797,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24798,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24801,1,0,0,1,1,10011,['acid']
24802,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24803,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24804,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24807,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24808,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24810,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24812,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24813,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24814,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24815,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24817,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24818,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24819,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24820,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24821,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24822,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24823,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24824,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24825,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24826,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24827,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24829,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24830,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24831,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24832,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24834,1,0,0,1,1,10011,['acid']
24835,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24836,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24838,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24839,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24840,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24841,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24845,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24846,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24847,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24848,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24849,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24850,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24851,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24852,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24854,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24857,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24860,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24861,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24862,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24863,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24864,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24865,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24866,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24868,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24870,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24871,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24872,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24875,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24876,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24877,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24879,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24880,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24881,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24883,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24884,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24887,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24888,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24890,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24891,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24894,1,1,0,0,1,11001,['caustic']
24896,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24898,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24900,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24901,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24902,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24903,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24905,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24907,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24908,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24909,1,0,0,1,1,10011,['acid']
24910,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24911,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24912,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24917,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24918,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24919,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24920,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24922,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24923,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24926,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24929,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24931,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24932,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24934,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24935,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24936,1,0,0,1,1,10011,['acid']
24937,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24940,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24941,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24943,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24944,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24946,1,1,0,0,1,11001,['caustic']
24947,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24949,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24951,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24952,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24954,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24955,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24957,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24958,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24959,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24960,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24961,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24962,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24963,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24964,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24968,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24969,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24970,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24973,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24974,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24976,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24977,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24978,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24979,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24980,1,0,0,1,1,10011,['acid']
24982,1,1,0,0,1,11001,['pre_rinse' 'caustic']
24984,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24985,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24986,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24988,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24989,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24990,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24991,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24992,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24993,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24994,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24997,1,0,0,1,1,10011,['acid']
24998,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
24999,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25000,1,1,0,0,1,11001,['pre_rinse' 'caustic']
25001,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25003,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25004,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25006,1,1,0,0,1,11001,['pre_rinse' 'caustic']
25007,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25009,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25013,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25016,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25017,1,1,0,0,1,11001,['pre_rinse' 'caustic']
25018,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25020,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25022,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25023,1,0,0,1,1,10011,['acid']
25024,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25025,1,1,0,0,1,11001,['pre_rinse' 'caustic']
25027,1,1,0,0,1,11001,['pre_rinse' 'caustic']
25028,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25030,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25033,1,1,1,1,1,11111,['caustic' 'intermediate_rinse' 'acid']
25035,1,0,0,1,1,10011,['acid']
25036,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25037,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25038,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25040,1,1,0,0,1,11001,['pre_rinse' 'caustic']
25041,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25042,1,0,0,1,1,10011,['acid']
25043,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25044,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25045,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25046,1,1,0,0,1,11001,['pre_rinse' 'caustic']
25047,1,0,0,1,1,10011,['acid']
25048,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25051,1,1,0,0,1,11001,['pre_rinse' 'caustic']
25052,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25053,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25054,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25057,1,1,0,0,1,11001,['pre_rinse' 'caustic']
25058,1,1,0,0,1,11001,['pre_rinse' 'caustic']
25061,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25068,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25069,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25070,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25072,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25073,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25075,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25076,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
25078,1,1,1,1,1,11111,['pre_rinse' 'caustic' 'intermediate_rinse' 'acid']
